label,task,model_alias,brier,ece,mean_q1_incorrect,mean_q1_correct,bin,lo,hi,n,mean_q1,emp_acc,abs_gap
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,0,0.0,0.1,19,0.02426315789473684,0.7368421052631579,0.712578947368421
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,1,0.1,0.2,3,0.16,0.3333333333333333,0.1733333333333333
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,2,0.2,0.30000000000000004,1,0.2,1.0,0.8
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,3,0.30000000000000004,0.4,1,0.36,1.0,0.64
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,4,0.4,0.5,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,5,0.5,0.6000000000000001,1,0.57,0.0,0.57
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,6,0.6000000000000001,0.7000000000000001,2,0.665,0.5,0.16500000000000004
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,7,0.7000000000000001,0.8,14,0.762857142857143,0.5,0.262857142857143
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,8,0.8,0.9,27,0.8503703703703702,0.6296296296296297,0.22074074074074057
POST_HOC_SYSTEMS_REANALYSIS,mmlu,openai_gpt56_sol,0.16760482999999998,0.1515300000000001,0.8548235294117646,0.9327879518072288,9,0.9,1.0,432,0.9785324074074075,0.8634259259259259,0.11510648148148162
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,0,0.0,0.1,1,0.05,0.0,0.05
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,1,0.1,0.2,1,0.1,0.0,0.1
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,2,0.2,0.30000000000000004,9,0.28888888888888886,0.2222222222222222,0.06666666666666665
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,3,0.30000000000000004,0.4,2,0.35,0.5,0.15000000000000002
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,4,0.4,0.5,22,0.40000000000000013,0.45454545454545453,0.0545454545454544
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,5,0.5,0.6000000000000001,101,0.5782178217821782,0.594059405940594,0.015841584158415856
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,6,0.6000000000000001,0.7000000000000001,38,0.6794736842105261,0.7894736842105263,0.11000000000000021
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,7,0.7000000000000001,0.8,110,0.7279090909090908,0.7818181818181819,0.05390909090909102
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,8,0.8,0.9,91,0.8417582417582415,0.8131868131868132,0.02857142857142836
POST_HOC_SYSTEMS_REANALYSIS,mmlu,anthropic_sonnet5,0.1588304,0.03372000000000004,0.6287603305785123,0.7740369393139842,9,0.9,1.0,125,0.9304000000000002,0.928,0.0024000000000001798
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,0,0.0,0.1,44,0.019820477272727274,0.045454545454545456,0.02563406818181818
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,1,0.1,0.2,2,0.16999999999999998,0.0,0.16999999999999998
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,2,0.2,0.30000000000000004,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,3,0.30000000000000004,0.4,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,4,0.4,0.5,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,5,0.5,0.6000000000000001,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,6,0.6000000000000001,0.7000000000000001,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,7,0.7000000000000001,0.8,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,8,0.8,0.9,0,nan,nan,nan
POST_HOC_SYSTEMS_REANALYSIS,code,openai_gpt56_sol,0.3789069336014057,0.3770730699300701,0.7112882352941177,0.9756390977443609,9,0.9,1.0,240,0.9890624958333335,0.5458333333333333,0.4432291625000002
